OCC_CODE,OCC_TITLE,TOT_EMP,JOBS_1000,H_MEAN,A_MEAN,A_MEDIAN
49-0000,"Installation, Maintenance, and Repair Occupations",5574410.00,,25.66,53380.00,47940.00
49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",526240.00,,35.38,73590.00,71260.00
49-1010,"First-Line Supervisors of Mechanics, Installers, and Repairers",526240.00,,35.38,73590.00,71260.00
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",526240.00,,35.38,73590.00,71260.00
49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",499670.00,,27.53,57260.00,55820.00
49-2010,"Computer, Automated Teller, and Office Machine Repairers",86420.00,,21.24,44170.00,40970.00
49-2011,"Computer, Automated Teller, and Office Machine Repairers",86420.00,,21.24,44170.00,40970.00
49-2020,Radio and Telecommunications Equipment Installers and Repairers,186530.00,,29.09,60510.00,60360.00
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",13700.00,,30.05,62500.00,60360.00
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",172830.00,,29.02,60350.00,60370.00
49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",226720.00,,28.65,59590.00,58780.00
49-2091,Avionics Technicians,18910.00,,33.59,69860.00,69280.00
49-2092,"Electric Motor, Power Tool, and Related Repairers",15880.00,,23.43,48740.00,46910.00
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",10710.00,,33.97,70650.00,77250.00
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",50780.00,,30.88,64230.00,61730.00
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",22490.00,,42.13,87640.00,93420.00
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",9000.00,,21.01,43690.00,40670.00
49-2097,Audiovisual Equipment Installers and Repairers,21540.00,,22.18,46120.00,44790.00
49-2098,Security and Fire Alarm Systems Installers,77420.00,,25.08,52170.00,48320.00
49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1570020.00,,24.23,50400.00,47410.00
49-3010,Aircraft Mechanics and Service Technicians,125440.00,,33.40,69470.00,65380.00
49-3011,Aircraft Mechanics and Service Technicians,125440.00,,33.40,69470.00,65380.00
49-3020,Automotive Technicians and Repairers,783310.00,,23.22,48310.00,46910.00
49-3021,Automotive Body and Related Repairers,137300.00,,24.36,50660.00,47270.00
49-3022,Automotive Glass Installers and Repairers,16230.00,,19.56,40690.00,37920.00
49-3023,Automotive Service Technicians and Mechanics,629780.00,,23.07,47990.00,46880.00
49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,261420.00,,25.49,53020.00,48690.00
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,261420.00,,25.49,53020.00,48690.00
49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,203060.00,,26.87,55900.00,53770.00
49-3041,Farm Equipment Mechanics and Service Technicians,35030.00,,22.71,47250.00,46910.00
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",145230.00,,27.54,57280.00,58030.00
49-3043,Rail Car Repairers,22800.00,,29.04,60400.00,60250.00
49-3050,Small Engine Mechanics,72800.00,,20.53,42690.00,39050.00
49-3051,Motorboat Mechanics and Service Technicians,23080.00,,22.43,46660.00,46730.00
49-3052,Motorcycle Mechanics,15020.00,,20.18,41970.00,38170.00
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,34700.00,,19.41,40360.00,37540.00
49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",123980.00,,16.51,34340.00,30370.00
49-3091,Bicycle Repairers,14760.00,,16.52,34360.00,34690.00
49-3092,Recreational Vehicle Service Technicians,16030.00,,21.60,44930.00,43560.00
49-3093,Tire Repairers and Changers,93180.00,,15.63,32520.00,29580.00
49-9000,"Other Installation, Maintenance, and Repair Occupations",2978490.00,,24.39,50730.00,47230.00
49-9010,Control and Valve Installers and Repairers,68170.00,,28.78,59860.00,53980.00
49-9011,Mechanical Door Repairers,23300.00,,21.88,45520.00,45060.00
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",44870.00,,32.36,67310.00,62760.00
49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",356960.00,,26.29,54690.00,48630.00
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",356960.00,,26.29,54690.00,48630.00
49-9030,Home Appliance Repairers,28120.00,,21.80,45340.00,44320.00
49-9031,Home Appliance Repairers,28120.00,,21.80,45340.00,44320.00
49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",470650.00,,28.05,58350.00,59380.00
49-9041,Industrial Machinery Mechanics,373090.00,,28.26,58780.00,59840.00
49-9043,"Maintenance Workers, Machinery",57660.00,,25.75,53570.00,48900.00
49-9044,Millwrights,39240.00,,29.45,61260.00,60330.00
49-9045,"Refractory Materials Repairers, Except Brickmasons",660.00,,26.33,54760.00,54250.00
49-9050,Line Installers and Repairers,225460.00,,34.37,71500.00,74530.00
49-9051,Electrical Power-Line Installers and Repairers,123940.00,,38.01,79060.00,78310.00
49-9052,Telecommunications Line Installers and Repairers,101530.00,,29.93,62250.00,60190.00
49-9060,Precision Instrument and Equipment Repairers,74530.00,,26.38,54870.00,48630.00
49-9061,Camera and Photographic Equipment Repairers,2340.00,,21.28,44260.00,38200.00
49-9062,Medical Equipment Repairers,53400.00,,27.13,56420.00,49910.00
49-9063,Musical Instrument Repairers and Tuners,5710.00,,19.11,39740.00,37160.00
49-9064,Watch and Clock Repairers,1970.00,,21.86,45460.00,44250.00
49-9069,"Precision Instrument and Equipment Repairers, All Other",11110.00,,28.40,59070.00,57670.00
49-9070,"Maintenance and Repair Workers, General",1416740.00,,21.60,44920.00,43180.00
49-9071,"Maintenance and Repair Workers, General",1416740.00,,21.60,44920.00,43180.00
49-9080,Wind Turbine Service Technicians,10100.00,,28.16,58580.00,56260.00
49-9081,Wind Turbine Service Technicians,10100.00,,28.16,58580.00,56260.00
49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",327750.00,,21.01,43710.00,38030.00
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",27540.00,,20.20,42010.00,39040.00
49-9092,Commercial Divers,2670.00,,39.43,82010.00,60360.00
49-9094,Locksmiths and Safe Repairers,15380.00,,22.98,47810.00,46910.00
49-9095,Manufactured Building and Mobile Home Installers,3530.00,,17.23,35830.00,36360.00
49-9096,Riggers,17980.00,,25.05,52100.00,48130.00
49-9097,Signal and Track Switch Repairers,8090.00,,35.68,74220.00,80570.00
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",88480.00,,16.87,35090.00,33100.00
49-9099,"Installation, Maintenance, and Repair Workers, All Other",164070.00,,21.82,45380.00,42570.00
51-0000,Production Occupations,8408030.00,,20.71,43070.00,37710.00
51-1000,Supervisors of Production Workers,629420.00,,32.37,67330.00,61790.00
51-1010,First-Line Supervisors of Production and Operating Workers,629420.00,,32.37,67330.00,61790.00
51-1011,First-Line Supervisors of Production and Operating Workers,629420.00,,32.37,67330.00,61790.00
51-2000,Assemblers and Fabricators,1769890.00,,18.75,39000.00,37170.00
51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",33320.00,,26.63,55380.00,49480.00
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",33320.00,,26.63,55380.00,49480.00
51-2020,"Electrical, Electronics, and Electromechanical Assemblers",283010.00,,19.11,39740.00,37460.00
51-2021,"Coil Winders, Tapers, and Finishers",11090.00,,20.41,42460.00,38360.00
51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",271920.00,,19.05,39630.00,37460.00
51-2030,Engine and Other Machine Assemblers,45990.00,,23.13,48110.00,47440.00
51-2031,Engine and Other Machine Assemblers,45990.00,,23.13,48110.00,47440.00
51-2040,Structural Metal Fabricators and Fitters,61070.00,,21.99,45730.00,45480.00
51-2041,Structural Metal Fabricators and Fitters,61070.00,,21.99,45730.00,45480.00
51-2050,Fiberglass Laminators and Fabricators,17380.00,,19.40,40360.00,37650.00
51-2051,Fiberglass Laminators and Fabricators,17380.00,,19.40,40360.00,37650.00
51-2060,Timing Device Assemblers and Adjusters,560.00,,21.48,44670.00,37780.00
51-2061,Timing Device Assemblers and Adjusters,560.00,,21.48,44670.00,37780.00
51-2090,Miscellaneous Assemblers and Fabricators,1328550.00,,18.17,37780.00,36590.00
51-2090,Miscellaneous Assemblers and Fabricators,1328550.00,,18.17,37780.00,36590.00
51-3000,Food Processing Workers,795640.00,,16.27,33830.00,30480.00
51-3010,Bakers,181800.00,,15.53,32300.00,29750.00
51-3011,Bakers,181800.00,,15.53,32300.00,29750.00
51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",364480.00,,16.04,33360.00,30280.00
51-3021,Butchers and Meat Cutters,145930.00,,17.15,35670.00,36050.00
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",132100.00,,15.23,31680.00,29730.00
51-3023,Slaughterers and Meat Packers,86450.00,,15.39,32010.00,29900.00
51-3090,Miscellaneous Food Processing Workers,249360.00,,17.13,35630.00,35430.00
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",21050.00,,17.44,36280.00,35480.00
51-3092,Food Batchmakers,155240.00,,17.40,36190.00,35780.00
51-3093,Food Cooking Machine Operators and Tenders,26710.00,,17.03,35430.00,35890.00
51-3099,"Food Processing Workers, All Other",46360.00,,16.16,33600.00,31890.00
51-4000,Metal Workers and Plastic Workers,1633980.00,,21.56,44840.00,42960.00
51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",102640.00,,20.53,42710.00,38580.00
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",59490.00,,19.48,40520.00,37750.00
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",11500.00,,21.35,44410.00,44520.00
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",31650.00,,22.22,46210.00,46210.00
51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",288810.00,,19.59,40740.00,37720.00
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",179630.00,,19.23,40000.00,37630.00
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",6810.00,,20.79,43240.00,38580.00
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",67750.00,,19.25,40030.00,37550.00
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",19690.00,,21.28,44270.00,44240.00
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",14920.00,,22.64,47100.00,46850.00
51-4040,Machinists,333220.00,,23.57,49020.00,47730.00
51-4041,Machinists,333220.00,,23.57,49020.00,47730.00
51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",22110.00,,22.11,45990.00,46640.00
51-4051,Metal-Refining Furnace Operators and Tenders,15540.00,,22.33,46440.00,46690.00
51-4052,"Pourers and Casters, Metal",6570.00,,21.59,44910.00,45850.00
51-4060,"Model Makers and Patternmakers, Metal and Plastic",5780.00,,26.80,55740.00,49480.00
51-4061,"Model Makers, Metal and Plastic",3690.00,,28.40,59080.00,55630.00
51-4062,"Patternmakers, Metal and Plastic",2090.00,,23.96,49840.00,48090.00
51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",176820.00,,18.13,37720.00,36590.00
51-4071,Foundry Mold and Coremakers,13610.00,,19.22,39980.00,37710.00
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",163210.00,,18.04,37530.00,36370.00
51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",134880.00,,19.63,40830.00,37630.00
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",134880.00,,19.63,40830.00,37630.00
51-4110,Tool and Die Makers,63630.00,,26.99,56150.00,57000.00
51-4111,Tool and Die Makers,63630.00,,26.99,56150.00,57000.00
51-4120,"Welding, Soldering, and Brazing Workers",427580.00,,23.04,47910.00,46910.00
51-4121,"Welders, Cutters, Solderers, and Brazers",397600.00,,23.21,48290.00,47010.00
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",29980.00,,20.65,42950.00,38580.00
51-4190,Miscellaneous Metal Workers and Plastic Workers,78530.00,,19.68,40940.00,37630.00
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",14540.00,,19.98,41560.00,38450.00
51-4192,"Layout Workers, Metal and Plastic",6840.00,,25.16,52340.00,51690.00
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",32310.00,,18.55,38580.00,37200.00
51-4194,"Tool Grinders, Filers, and Sharpeners",6100.00,,20.99,43660.00,38430.00
51-4199,"Metal Workers and Plastic Workers, All Other",18740.00,,18.98,39480.00,36990.00
51-5100,Printing Workers,211930.00,,19.55,40660.00,37710.00
51-5110,Printing Workers,211930.00,,19.55,40660.00,37710.00
51-5111,Prepress Technicians and Workers,25840.00,,21.06,43800.00,42610.00
51-5112,Printing Press Operators,145290.00,,19.77,41120.00,37770.00
51-5113,Print Binding and Finishing Workers,40810.00,,17.82,37060.00,36590.00
51-6000,"Textile, Apparel, and Furnishings Workers",445950.00,,15.00,31210.00,29420.00
51-6010,Laundry and Dry-Cleaning Workers,157400.00,,13.38,27830.00,28350.00
51-6011,Laundry and Dry-Cleaning Workers,157400.00,,13.38,27830.00,28350.00
51-6020,"Pressers, Textile, Garment, and Related Materials",26910.00,,13.52,28110.00,28680.00
51-6021,"Pressers, Textile, Garment, and Related Materials",26910.00,,13.52,28110.00,28680.00
51-6030,Sewing Machine Operators,116220.00,,14.85,30880.00,29690.00
51-6031,Sewing Machine Operators,116220.00,,14.85,30880.00,29690.00
51-6040,Shoe and Leather Workers,9240.00,,15.84,32950.00,29760.00
51-6041,Shoe and Leather Workers and Repairers,5620.00,,16.77,34890.00,31450.00
51-6042,Shoe Machine Operators and Tenders,3610.00,,14.38,29920.00,28560.00
51-6050,"Tailors, Dressmakers, and Sewers",21450.00,,16.65,34630.00,31180.00
51-6051,"Sewers, Hand",4170.00,,15.07,31350.00,29930.00
51-6052,"Tailors, Dressmakers, and Custom Sewers",17270.00,,17.03,35430.00,31420.00
51-6060,"Textile Machine Setters, Operators, and Tenders",56700.00,,15.92,33110.00,30050.00
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,6240.00,,15.36,31940.00,29930.00
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",11970.00,,15.91,33100.00,29960.00
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",16330.00,,16.17,33640.00,33990.00
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",22160.00,,15.89,33050.00,30020.00
51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",58030.00,,18.77,39050.00,37030.00
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",14040.00,,19.52,40600.00,37550.00
51-6092,Fabric and Apparel Patternmakers,3220.00,,30.81,64070.00,58650.00
51-6093,Upholsterers,28020.00,,18.38,38220.00,37420.00
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",12750.00,,15.79,32840.00,29750.00
51-7000,Woodworkers,230400.00,,18.04,37520.00,36680.00
51-7010,Cabinetmakers and Bench Carpenters,93070.00,,19.27,40070.00,37540.00
51-7011,Cabinetmakers and Bench Carpenters,93070.00,,19.27,40070.00,37540.00
51-7020,Furniture Finishers,16300.00,,17.94,37310.00,36580.00
51-7021,Furniture Finishers,16300.00,,17.94,37310.00,36580.00
51-7030,"Model Makers and Patternmakers, Wood",550.00,,27.19,56560.00,57410.00
51-7031,"Model Makers, Wood",340.00,,28.87,60040.00,60780.00
51-7032,"Patternmakers, Wood",210.00,,24.53,51020.00,46920.00
51-7040,"Woodworking Machine Setters, Operators, and Tenders",112560.00,,17.04,35450.00,35850.00
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",45350.00,,16.96,35280.00,35340.00
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",67210.00,,17.10,35560.00,36090.00
51-7090,Miscellaneous Woodworkers,7910.00,,17.35,36080.00,35610.00
51-7099,"Woodworkers, All Other",7910.00,,17.35,36080.00,35610.00
51-8000,Plant and System Operators,280900.00,,31.83,66210.00,61350.00
51-8010,"Power Plant Operators, Distributors, and Dispatchers",43440.00,,42.99,89410.00,94790.00
51-8011,Nuclear Power Reactor Operators,4820.00,,53.47,111220.00,104260.00
51-8012,Power Distributors and Dispatchers,9660.00,,45.92,95520.00,98530.00
51-8013,Power Plant Operators,28960.00,,40.26,83740.00,80850.00
51-8020,Stationary Engineers and Boiler Operators,29820.00,,33.90,70510.00,63500.00
51-8021,Stationary Engineers and Boiler Operators,29820.00,,33.90,70510.00,63500.00
51-8030,Water and Wastewater Treatment Plant and System Operators,121150.00,,25.15,52320.00,47880.00
51-8031,Water and Wastewater Treatment Plant and System Operators,121150.00,,25.15,52320.00,47880.00
51-8090,Miscellaneous Plant and System Operators,86500.00,,34.88,72540.00,76670.00
51-8091,Chemical Plant and System Operators,21740.00,,33.18,69020.00,70200.00
51-8092,Gas Plant Operators,15110.00,,37.01,76970.00,77850.00
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",34230.00,,38.70,80500.00,79540.00
51-8099,"Plant and System Operators, All Other",15420.00,,26.67,55480.00,50250.00
51-9000,Other Production Occupations,2409900.00,,20.11,41820.00,37710.00
51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",154790.00,,24.40,50760.00,47580.00
51-9011,Chemical Equipment Operators and Tenders,106170.00,,25.22,52450.00,48090.00
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",48620.00,,22.62,47060.00,46030.00
51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",155920.00,,20.14,41900.00,38160.00
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",31800.00,,20.57,42790.00,38760.00
51-9022,"Grinding and Polishing Workers, Hand",15680.00,,17.30,35990.00,35670.00
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",108440.00,,20.43,42490.00,38420.00
51-9030,Cutting Workers,63850.00,,18.90,39300.00,37660.00
51-9031,"Cutters and Trimmers, Hand",7920.00,,16.51,34330.00,30230.00
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",55930.00,,19.23,40010.00,37810.00
51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",56570.00,,19.25,40050.00,37660.00
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",56570.00,,19.25,40050.00,37660.00
51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",14180.00,,21.11,43910.00,43710.00
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",14180.00,,21.11,43910.00,43710.00
51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",551380.00,,21.54,44810.00,38580.00
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",551380.00,,21.54,44810.00,38580.00
51-9070,Jewelers and Precious Stone and Metal Workers,24350.00,,22.64,47090.00,46640.00
51-9071,Jewelers and Precious Stone and Metal Workers,24350.00,,22.64,47090.00,46640.00
51-9080,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,68380.00,,21.52,44770.00,39090.00
51-9081,Dental Laboratory Technicians,34150.00,,22.75,47320.00,45770.00
51-9082,Medical Appliance Technicians,15300.00,,22.27,46320.00,45280.00
51-9083,Ophthalmic Laboratory Technicians,18930.00,,18.71,38910.00,37270.00
51-9110,Packaging and Filling Machine Operators and Tenders,358640.00,,17.67,36750.00,35960.00
51-9111,Packaging and Filling Machine Operators and Tenders,358640.00,,17.67,36750.00,35960.00
51-9120,Painting Workers,157250.00,,20.90,43480.00,38670.00
51-9123,"Painting, Coating, and Decorating Workers",11850.00,,18.39,38250.00,37330.00
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",145410.00,,21.11,43900.00,39130.00
51-9140,Semiconductor Processing Technicians,24020.00,,22.07,45910.00,39870.00
51-9141,Semiconductor Processing Technicians,24020.00,,22.07,45910.00,39870.00
51-9150,Photographic Process Workers and Processing Machine Operators,5740.00,,19.37,40300.00,36590.00
51-9151,Photographic Process Workers and Processing Machine Operators,5740.00,,19.37,40300.00,36590.00
51-9160,Computer Numerically Controlled Tool Operators and Programmers,183630.00,,23.32,48500.00,47380.00
51-9161,Computer Numerically Controlled Tool Operators,157840.00,,22.23,46240.00,46640.00
51-9162,Computer Numerically Controlled Tool Programmers,25800.00,,29.98,62360.00,60780.00
51-9190,Miscellaneous Production Workers,591200.00,,17.75,36920.00,35840.00
51-9191,Adhesive Bonding Machine Operators and Tenders,12510.00,,18.55,38580.00,37630.00
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",13580.00,,17.22,35820.00,35090.00
51-9193,Cooling and Freezing Equipment Operators and Tenders,7500.00,,20.63,42910.00,40390.00
51-9194,Etchers and Engravers,7110.00,,17.77,36970.00,36590.00
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",38420.00,,18.76,39020.00,37500.00
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",87480.00,,21.24,44180.00,44820.00
51-9197,Tire Builders,17240.00,,23.00,47840.00,47940.00
51-9198,Helpers--Production Workers,202860.00,,15.82,32910.00,30000.00
51-9199,"Production Workers, All Other",204500.00,,17.42,36230.00,32930.00
53-0000,Transportation and Material Moving Occupations,12639920.00,,19.88,41340.00,36860.00
53-1000,Supervisors of Transportation and Material Moving Workers,557850.00,,28.19,58630.00,54830.00
53-1040,First-Line Supervisors of Transportation and Material Moving Workers,557850.00,,28.19,58630.00,54830.00
53-1041,Aircraft Cargo Handling Supervisors,8590.00,,29.84,62080.00,53540.00
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",549260.00,,28.16,58580.00,54850.00
53-2000,Air Transportation Workers,254820.00,,*,119590.00,82170.00
53-2010,Aircraft Pilots and Flight Engineers,124080.00,,*,169540.00,134630.00
53-2011,"Airline Pilots, Copilots, and Flight Engineers",81310.00,,*,198190.00,202180.00
53-2012,Commercial Pilots,42770.00,,*,115080.00,99640.00
53-2020,Air Traffic Controllers and Airfield Operations Specialists,33830.00,,48.32,100510.00,90600.00
53-2021,Air Traffic Controllers,21230.00,,61.50,127920.00,129750.00
53-2022,Airfield Operations Specialists,12610.00,,26.13,54360.00,47880.00
53-2030,Flight Attendants,96900.00,,*,62280.00,61640.00
53-2031,Flight Attendants,96900.00,,*,62280.00,61640.00
53-3000,Motor Vehicle Operators,4147650.00,,21.31,44330.00,42670.00
53-3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",11710.00,,14.93,31060.00,29120.00
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",11710.00,,14.93,31060.00,29120.00
53-3030,Driver/Sales Workers and Truck Drivers,3390490.00,,21.85,45460.00,45580.00
53-3031,Driver/Sales Workers,477020.00,,15.37,31970.00,29280.00
53-3032,Heavy and Tractor-Trailer Truck Drivers,1903420.00,,24.20,50340.00,48310.00
53-3033,Light Truck Drivers,1010040.00,,20.50,42630.00,38280.00
53-3050,Passenger Vehicle Drivers,696760.00,,19.06,39640.00,37540.00
53-3051,"Bus Drivers, School",361420.00,,18.63,38750.00,37910.00
53-3052,"Bus Drivers, Transit and Intercity",145720.00,,24.67,51310.00,48620.00
53-3053,Shuttle Drivers and Chauffeurs,175660.00,,15.66,32570.00,30000.00
53-3054,Taxi Drivers,13950.00,,14.45,30050.00,29310.00
53-3090,Miscellaneous Motor Vehicle Operators,48690.00,,17.51,36410.00,30600.00
53-3099,"Motor Vehicle Operators, All Other",48690.00,,17.51,36410.00,30600.00
53-4000,Rail Transportation Workers,119120.00,,32.85,68330.00,64170.00
53-4010,Locomotive Engineers and Operators,43440.00,,34.33,71410.00,78680.00
53-4011,Locomotive Engineers,38980.00,,35.07,72940.00,79740.00
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",4460.00,,27.92,58070.00,61090.00
53-4020,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",16200.00,,30.31,63050.00,63840.00
53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",16200.00,,30.31,63050.00,63840.00
53-4030,Railroad Conductors and Yardmasters,48030.00,,32.21,66990.00,63960.00
53-4031,Railroad Conductors and Yardmasters,48030.00,,32.21,66990.00,63960.00
53-4040,Subway and Streetcar Operators,10310.00,,34.38,71520.00,81180.00
53-4041,Subway and Streetcar Operators,10310.00,,34.38,71520.00,81180.00
53-4090,Miscellaneous Rail Transportation Workers,1140.00,,26.03,54140.00,47590.00
53-4099,"Rail Transportation Workers, All Other",1140.00,,26.03,54140.00,47590.00
53-5000,Water Transportation Workers,70480.00,,38.84,80780.00,62760.00
53-5010,Sailors and Marine Oilers,26610.00,,27.79,57800.00,46720.00
53-5011,Sailors and Marine Oilers,26610.00,,27.79,57800.00,46720.00
53-5020,Ship and Boat Captains and Operators,36220.00,,45.31,94250.00,80010.00
53-5021,"Captains, Mates, and Pilots of Water Vessels",33490.00,,47.27,98330.00,81640.00
53-5022,Motorboat Operators,2740.00,,21.35,44410.00,38670.00
53-5030,Ship Engineers,7650.00,,46.59,96910.00,82410.00
53-5031,Ship Engineers,7650.00,,46.59,96910.00,82410.00
53-6000,Other Transportation Workers,286680.00,,17.26,35900.00,29940.00
53-6010,Bridge and Lock Tenders,4040.00,,21.52,44760.00,45390.00
53-6011,Bridge and Lock Tenders,4040.00,,21.52,44760.00,45390.00
53-6020,Parking Attendants,91160.00,,14.04,29210.00,29240.00
53-6021,Parking Attendants,91160.00,,14.04,29210.00,29240.00
53-6030,Transportation Service Attendants,123660.00,,14.81,30810.00,29570.00
53-6031,Automotive and Watercraft Service Attendants,111480.00,,14.40,29960.00,29330.00
53-6032,Aircraft Service Attendants,12170.00,,18.58,38640.00,36390.00
53-6040,Traffic Technicians,7770.00,,25.58,53210.00,48610.00
53-6041,Traffic Technicians,7770.00,,25.58,53210.00,48610.00
53-6050,Transportation Inspectors,25070.00,,37.32,77620.00,79770.00
53-6051,Transportation Inspectors,25070.00,,37.32,77620.00,79770.00
53-6060,Passenger Attendants,21240.00,,16.53,34380.00,30470.00
53-6061,Passenger Attendants,21240.00,,16.53,34380.00,30470.00
53-6090,Miscellaneous Transportation Workers,13750.00,,19.23,39990.00,36880.00
53-6099,"Transportation Workers, All Other",13750.00,,19.23,39990.00,36880.00
53-7000,Material Moving Workers,7203320.00,,16.78,34900.00,31010.00
53-7010,Conveyor Operators and Tenders,28650.00,,17.80,37010.00,36420.00
53-7011,Conveyor Operators and Tenders,28650.00,,17.80,37010.00,36420.00
53-7020,Crane and Tower Operators,43400.00,,31.38,65270.00,62240.00
53-7021,Crane and Tower Operators,43400.00,,31.38,65270.00,62240.00
53-7030,Dredge Operators,1650.00,,24.29,50530.00,46210.00
53-7031,Dredge Operators,1650.00,,24.29,50530.00,46210.00
53-7040,Hoist and Winch Operators,2610.00,,28.10,58450.00,52300.00
53-7041,Hoist and Winch Operators,2610.00,,28.10,58450.00,52300.00
53-7050,Industrial Truck and Tractor Operators,758290.00,,19.69,40950.00,38380.00
53-7051,Industrial Truck and Tractor Operators,758290.00,,19.69,40950.00,38380.00
53-7060,Laborers and Material Movers,6178560.00,,16.14,33570.00,30320.00
